Player,Salary,NBA_Country,NBA_DraftNumber,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Justin Holiday,4.615385,USA,62,28,CHI,69,2180,10.9,0.518,0.574,0.21100000000000002,1.5,12.6,6.8,9.9,1.7,1.3,9.8,18.0,0.4,1.6,1.9,0.043,-0.9,-0.2,-1.1,0.5
Justin Anderson,1.57944,USA,21,24,PHI,36,485,11.9,0.523,0.486,0.19699999999999998,4.9,13.9,9.6,7.3,1.4,1.0,6.6,18.8,0.4,0.6,1.0,0.10300000000000001,-1.1,-1.4,-2.5,-0.1
Julyan Stone,1.524305,USA,62,29,CHO,20,106,6.7,0.635,1.0,0.28600000000000003,0.0,24.0,11.7,19.5,0.9,1.6,43.2,5.7,0.0,0.1,0.1,0.059000000000000004,-3.9,1.1,-2.8,0.0
Julius Randle,4.149242,USA,7,23,LAL,78,2099,19.8,0.605,0.05,0.46799999999999997,8.8,22.8,15.8,15.6,0.9,1.7,16.1,25.2,3.8,2.4,6.3,0.14400000000000002,0.3,0.5,0.8,1.5
Juan Hernangomez,2.07684,Spain,15,22,DEN,24,275,10.0,0.517,0.662,0.162,7.4,14.7,11.1,5.9,1.1,0.9,10.2,13.9,0.2,0.1,0.4,0.063,-0.9,-2.3,-3.2,-0.1
Jrue Holiday,25.686667,USA,17,27,NOP,77,2788,17.4,0.5660000000000001,0.28800000000000003,0.193,2.3,10.9,6.8,24.5,1.9,1.7,13.6,23.2,3.6,2.6,6.3,0.10800000000000001,1.6,0.2,1.7,2.6
Josh Smith,5.4,USA,17,32,NOP,3,12,3.5,0.25,0.0,0.0,28.1,8.8,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.015,-6.0,-7.4,-13.4,0.0
Josh Richardson,1.471382,USA,40,24,MIA,78,2601,13.7,0.556,0.385,0.159,2.9,8.9,5.9,13.1,2.3,2.4,13.0,18.2,1.9,3.5,5.4,0.1,0.0,1.5,1.5,2.3
Josh McRoberts,6.021175,USA,37,30,DAL,2,6,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.18899999999999997,-9.8,-2.3,-12.1,0.0
Josh Jackson,5.09004,USA,4,20,PHO,76,1929,11.8,0.48200000000000004,0.235,0.29600000000000004,4.8,14.2,9.4,10.2,1.9,1.4,12.2,25.7,-1.8,1.2,-0.6,-0.016,-3.1,-1.3,-4.3,-1.1
Josh Huestis,1.471382,USA,29,26,OKC,67,979,5.3,0.413,0.628,0.111,4.6,14.0,9.1,2.7,0.8,4.0,12.1,9.4,-0.5,1.0,0.5,0.023,-4.7,0.7,-3.9,-0.5
Josh Hart,1.39452,USA,30,22,LAL,59,1312,11.2,0.579,0.53,0.243,3.1,16.0,9.6,7.7,1.5,0.9,10.1,12.5,1.4,1.3,2.8,0.10099999999999999,-0.8,0.3,-0.4,0.5
Josh Gray,0.09216,USA,62,24,PHO,5,86,7.3,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.0,-0.3,0.1,-0.2,-0.11800000000000001,-5.9,0.4,-5.4,-0.1
Jose Calderon,2.328652,Spain,62,36,CLE,55,888,11.5,0.652,0.517,0.16699999999999998,1.7,8.3,5.0,17.8,1.5,0.2,17.5,11.7,1.5,0.3,1.8,0.099,0.2,-2.0,-1.8,0.1
Jordan Mickey,1.471382,USA,33,23,MIA,23,284,10.6,0.515,0.195,0.23199999999999998,7.1,25.3,16.3,4.8,1.1,3.0,16.6,17.1,-0.1,0.5,0.3,0.055999999999999994,-5.5,0.5,-5.0,-0.2
Jordan Crawford,0.25,USA,27,29,NOP,2,37,15.7,0.643,0.35700000000000004,0.0,6.1,2.8,4.4,35.7,0.0,2.2,22.2,21.1,0.1,0.0,0.1,0.124,1.3,-4.7,-3.4,0.0
Jordan Clarkson,11.5625,USA,46,25,TOT,77,1819,16.7,0.5429999999999999,0.337,0.20199999999999999,3.3,9.2,6.3,19.4,1.5,0.3,10.8,26.6,1.9,1.1,3.1,0.081,0.9,-2.6,-1.7,0.1
Jordan Bell,0.815615,USA,38,23,GSW,53,774,18.7,0.6459999999999999,0.017,0.235,9.2,19.2,14.6,17.2,2.1,5.7,18.9,13.8,1.7,1.4,3.0,0.18899999999999997,0.4,4.0,4.4,1.3
Jonathon Simmons,6.3,USA,62,28,ORL,69,2029,12.8,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,21.9,0.8,1.1,2.0,0.046,-1.0,-1.3,-2.3,-0.2
Jonathan Isaac,4.18632,USA,6,20,ORL,27,536,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,-0.6,0.8,0.2,0.022000000000000002,-4.9,3.1,-1.8,0.0
Jonas Valanciunas,15.460675,Lithuania,5,25,TOR,74,1657,22.3,0.625,0.10800000000000001,0.31,12.2,30.3,21.4,7.6,0.9,3.1,12.9,22.7,4.4,2.8,7.2,0.207,0.7,0.7,1.5,1.5
Jonas Jerebko,4.0,Sweden,39,30,UTA,70,1069,13.0,0.573,0.45,0.171,5.5,19.5,12.6,5.9,1.1,0.9,6.5,15.6,1.6,1.5,3.1,0.138,-0.6,-0.3,-0.9,0.3
Jon Leuer,10.497319,USA,40,28,DET,8,136,8.9,0.505,0.083,0.41700000000000004,5.5,20.7,13.0,5.3,0.4,2.0,14.1,16.1,0.0,0.1,0.1,0.052000000000000005,-5.6,-0.3,-5.9,-0.1
Johnny O'Bryant,1.524305,USA,36,24,CHO,36,379,12.0,0.47,0.251,0.146,8.1,18.7,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,0.037000000000000005,-3.3,-2.1,-5.3,-0.3
John Wall,18.06385,USA,1,27,WAS,39,1335,18.5,0.507,0.249,0.358,1.9,9.9,5.9,43.6,1.9,2.7,16.6,29.0,1.0,1.3,2.3,0.08199999999999999,1.2,-0.2,0.9,1.0
John Henson,11.422536,USA,14,27,MIL,72,1869,15.8,0.5870000000000001,0.015,0.318,9.1,21.6,15.4,8.5,1.1,4.8,13.4,15.1,2.7,2.0,4.7,0.12,-1.3,1.8,0.5,1.2
John Collins,1.93692,USA,19,20,ATL,71,1690,18.4,0.624,0.083,0.34,11.2,23.0,17.1,8.2,1.2,4.0,14.3,17.9,3.3,1.9,5.2,0.147,-0.3,1.7,1.4,1.5
Joffrey Lauvergne,1.524305,France,55,26,SAS,52,523,16.5,0.542,0.027000000000000003,0.242,13.1,22.8,17.9,11.6,0.9,0.5,13.8,20.4,0.6,0.7,1.3,0.121,-1.5,-0.2,-1.6,0.1
Joel Embiid,6.100266,Cameroon,3,23,PHI,63,1912,22.9,0.573,0.203,0.442,8.4,29.8,19.5,18.2,1.0,4.8,15.6,33.5,2.3,3.9,6.2,0.156,0.2,2.6,2.7,2.3
Joel Bolomboy,1.312611,Ukraine,52,24,MIL,6,38,11.7,0.521,0.16699999999999998,1.0,18.7,12.4,15.5,0.0,2.6,0.0,18.8,12.7,0.0,0.0,0.1,0.079,-3.1,-4.6,-7.7,-0.1
Joe Young,1.471382,USA,43,25,IND,50,520,10.2,0.522,0.35100000000000003,0.17,2.4,10.8,6.7,9.8,1.3,0.2,12.0,17.9,0.1,0.4,0.5,0.044000000000000004,-2.5,-2.2,-4.7,-0.4
Joe Johnson,9.505,USA,10,36,TOT,51,1129,8.4,0.494,0.40399999999999997,0.124,1.4,14.7,8.1,10.2,0.8,0.5,11.6,16.0,-0.2,1.2,0.9,0.04,-3.3,-0.4,-3.7,-0.5
Joe Ingles,14.136364,Australia,62,30,UTA,78,2461,14.3,0.622,0.652,0.115,1.1,14.1,7.7,22.4,1.8,0.6,17.3,16.0,3.7,3.3,7.0,0.13699999999999998,2.0,0.9,2.9,3.1
Joe Harris,1.524305,USA,33,26,BRK,76,1916,13.0,0.626,0.5760000000000001,0.16899999999999998,2.8,11.3,7.0,9.6,0.9,0.7,12.1,16.7,2.7,0.8,3.6,0.08900000000000001,1.1,-1.3,-0.2,0.9
Jodie Meeks,3.29,USA,41,30,WAS,74,1087,12.3,0.545,0.528,0.3,1.6,11.3,6.5,9.1,1.3,0.3,8.0,18.9,1.1,0.7,1.9,0.083,-0.5,-2.4,-2.9,-0.2
Joakim Noah,17.765,USA,9,32,NYK,7,40,15.6,0.51,0.0,0.4,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,0.0,0.1,0.1,0.071,-2.3,3.3,1.0,0.0
Jimmy Butler,19.30107,USA,30,28,MIN,56,2077,23.5,0.589,0.22,0.446,4.1,12.9,8.5,20.7,2.6,1.0,8.9,24.7,6.8,1.6,8.4,0.19399999999999998,4.8,0.0,4.9,3.6
Jerryd Bayless,9.0,USA,11,29,PHI,39,925,7.6,0.546,0.557,0.168,1.8,7.3,4.7,8.1,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-1.8,-0.9,-2.7,-0.2
Jerian Grant,1.71384,USA,19,25,CHI,70,1574,14.5,0.531,0.37,0.387,2.0,9.6,5.7,30.6,1.8,0.4,13.3,17.3,2.4,0.9,3.3,0.1,0.0,-1.7,-1.8,0.1
Jeremy Lin,12.0,USA,62,29,BRK,1,25,16.0,0.597,0.16699999999999998,0.583,0.0,0.0,0.0,27.3,0.0,0.0,16.6,31.3,0.0,0.0,0.0,0.087,-3.0,-10.4,-13.4,-0.1
Jeremy Lamb,7.0,USA,12,25,CHO,77,1901,17.0,0.557,0.307,0.255,2.7,15.7,9.1,15.4,1.5,1.4,9.2,22.6,2.8,1.8,4.7,0.11800000000000001,1.1,-0.2,0.8,1.4
Jeremy Evans,0.104059,USA,55,30,ATL,1,5,10.4,1.0,0.0,0.0,22.4,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.03,-2.3,-6.1,-8.3,0.0
Jerami Grant,1.524305,USA,39,23,OKC,78,1585,15.6,0.596,0.245,0.49700000000000005,5.7,16.1,10.7,5.1,0.9,4.1,9.1,16.0,3.0,1.8,4.8,0.145,-1.1,0.2,-0.9,0.4
Jeff Withey,1.57732,USA,39,27,DAL,9,39,8.3,0.444,0.625,0.125,2.8,26.4,14.3,0.0,0.0,6.8,10.6,22.0,-0.1,0.1,0.0,-0.053,-9.1,-3.6,-12.7,-0.1
Jeff Teague,19.0,USA,19,29,MIN,66,2166,16.1,0.55,0.28600000000000003,0.303,1.2,9.4,5.3,30.5,2.2,0.9,16.8,20.4,3.0,1.3,4.3,0.095,1.4,-1.3,0.1,1.1
Jeff Green,2.116955,USA,5,31,CLE,74,1715,14.2,0.5710000000000001,0.26899999999999996,0.371,3.8,11.5,7.7,8.1,1.1,1.6,9.5,19.5,2.5,0.8,3.3,0.092,-0.7,-1.6,-2.4,-0.2
Jayson Tatum,5.6454,USA,3,19,BOS,78,2383,15.1,0.586,0.293,0.308,2.2,15.7,9.1,8.3,1.6,2.0,10.8,19.4,2.9,3.9,6.9,0.138,-0.6,1.6,0.9,1.8
Jaylen Morris,0.09216,USA,62,22,ATL,6,98,6.9,0.452,0.29,0.0,2.3,16.0,9.1,10.8,1.0,0.9,16.2,16.5,-0.1,0.1,-0.1,-0.043,-5.9,-1.0,-6.8,-0.1
Jaylen Brown,4.95648,USA,3,21,BOS,67,2062,13.3,0.556,0.376,0.287,3.6,14.3,9.0,8.4,1.6,1.0,12.0,21.0,1.0,3.2,4.2,0.098,-0.8,0.6,-0.2,0.9
Jawun Evans,0.815615,USA,39,21,LAC,48,778,7.2,0.42100000000000004,0.213,0.19399999999999998,1.3,10.4,5.9,17.8,2.2,0.6,13.8,17.7,-0.8,0.7,-0.1,-0.008,-4.3,-0.5,-4.7,-0.5
JaVale McGee,2.116955,USA,18,30,GSW,62,584,21.8,0.634,0.028999999999999998,0.233,10.8,18.5,14.9,8.1,1.6,7.6,9.2,18.8,1.5,1.0,2.6,0.212,0.2,2.5,2.7,0.7
Jason Terry,2.328652,USA,10,40,MIL,47,762,8.0,0.531,0.746,0.063,0.8,6.5,3.6,9.7,2.4,1.4,13.6,10.1,0.2,0.5,0.7,0.043,-1.5,-0.7,-2.2,0.0
Jason Smith,5.225,USA,20,31,WAS,31,276,8.2,0.444,0.27699999999999997,0.17,7.4,13.9,10.7,7.6,0.5,3.8,11.7,21.9,-0.3,0.2,-0.1,-0.009000000000000001,-5.1,-1.2,-6.3,-0.3
Jarrett Jack,2.328652,USA,22,34,NYK,58,1483,11.2,0.48700000000000004,0.193,0.16699999999999998,1.5,11.9,6.7,31.3,1.2,0.2,19.9,16.5,0.3,0.7,1.0,0.032,-2.0,-1.6,-3.6,-0.6
Jarrett Allen,1.71372,USA,22,19,BRK,68,1341,17.6,0.634,0.037000000000000005,0.387,10.9,17.7,14.3,5.6,1.0,4.1,15.3,16.7,2.5,1.3,3.9,0.139,-1.1,1.2,0.1,0.7
Jarell Martin,1.471382,USA,25,23,MEM,73,1661,10.5,0.516,0.198,0.23399999999999999,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,0.1,1.3,1.4,0.04,-3.1,0.1,-3.0,-0.4
Jarell Eddie,0.083129,USA,62,26,TOT,3,9,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.141,-10.1,1.7,-8.4,0.0
Jared Dudley,10.0,USA,22,32,PHO,45,626,8.7,0.5539999999999999,0.682,0.264,1.3,13.4,7.3,16.2,1.7,1.2,17.5,10.1,0.4,0.3,0.8,0.057999999999999996,-1.8,-0.2,-2.0,0.0
JaMychal Green,8.533333,USA,62,27,MEM,55,1542,14.0,0.53,0.26,0.22699999999999998,10.8,24.4,17.4,8.3,1.1,1.5,12.4,17.9,1.3,1.3,2.6,0.081,-1.1,-0.2,-1.3,0.3
Jamil Wilson,0.05,USA,62,27,LAC,15,274,11.4,0.634,0.778,0.049,1.2,11.4,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.6,0.099,1.1,-1.0,0.1,0.1
James Michael McAdoo,0.05,USA,62,25,PHI,3,18,7.5,0.508,1.0,0.28600000000000003,0.0,11.6,6.0,0.0,0.0,4.6,11.3,21.1,0.0,0.0,0.0,0.023,-4.3,-4.4,-8.8,0.0
James Johnson,13.954,USA,16,30,MIA,70,1873,15.9,0.575,0.308,0.26,3.6,17.2,10.4,22.7,1.9,2.2,17.1,19.0,2.2,2.8,4.9,0.126,0.1,1.9,2.0,1.9
James Harden,28.299399,USA,3,28,HOU,69,2449,30.2,0.619,0.499,0.498,1.8,15.4,8.6,44.8,2.5,1.7,14.7,36.2,11.4,3.6,15.0,0.294,9.8,1.3,11.1,8.1
James Ennis,3.02841,USA,50,27,TOT,68,1540,11.8,0.5920000000000001,0.391,0.314,5.3,11.1,8.1,6.7,1.5,1.1,11.6,13.6,2.0,1.1,3.1,0.096,-0.5,-0.4,-0.9,0.4
Jameer Nelson,4.73605,USA,20,35,TOT,50,1013,8.2,0.489,0.508,0.08199999999999999,1.4,9.5,5.6,23.0,1.3,0.3,21.0,13.7,-0.1,0.6,0.6,0.027000000000000003,-2.6,-1.5,-4.1,-0.5
Jameel Warney,0.04608,USA,62,24,DAL,3,27,22.6,0.599,0.0,0.41700000000000004,16.0,21.2,18.5,0.0,0.0,0.0,6.6,25.6,0.1,0.0,0.1,0.159,-3.1,-9.0,-12.1,-0.1
Jamal Murray,3.35532,Canada,7,20,DEN,77,2414,16.2,0.5770000000000001,0.414,0.23800000000000002,3.6,9.7,6.6,16.3,1.6,0.9,13.0,22.9,4.0,1.2,5.1,0.102,1.8,-2.1,-0.2,1.1
Jamal Crawford,10.942762,USA,8,37,MIN,76,1566,13.5,0.527,0.425,0.154,1.3,5.5,3.4,17.1,1.2,0.4,10.8,24.2,1.1,0.3,1.3,0.040999999999999995,0.3,-4.3,-3.9,-0.8
Jakob Poeltl,2.82564,Austria,9,22,TOR,78,1429,17.0,0.648,0.006,0.272,12.4,16.1,14.3,5.6,1.2,5.4,16.2,14.6,2.9,2.2,5.1,0.17,0.3,2.9,3.2,1.9
Jake Layman,1.312611,USA,47,23,POR,33,155,3.8,0.331,0.43200000000000005,0.068,2.9,7.0,4.9,8.7,1.9,2.1,9.9,14.3,-0.3,0.2,-0.1,-0.036000000000000004,-5.8,0.3,-5.5,-0.1
Jahlil Okafor,4.99512,USA,3,22,TOT,28,353,15.4,0.584,0.028999999999999998,0.21,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,0.3,0.3,0.6,0.083,-3.7,-0.7,-4.4,-0.2
Jae Crowder,6.796117,USA,34,27,TOT,76,2007,10.3,0.531,0.506,0.226,3.1,11.4,7.3,6.9,1.5,0.8,9.5,16.9,1.0,1.5,2.5,0.06,-0.8,-1.0,-1.8,0.1
Jacob Pullen,0.05,USA,62,28,PHI,3,6,-2.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.4,0.0,0.0,0.0,-0.21100000000000002,-10.5,-4.7,-15.3,0.0
Jabari Parker,6.782392,USA,2,22,MIL,27,621,17.3,0.5589999999999999,0.254,0.16399999999999998,5.3,16.4,10.9,13.7,1.6,1.4,10.0,23.3,0.7,0.5,1.2,0.094,0.1,-1.6,-1.6,0.1
J.R. Smith,13.76,USA,18,32,CLE,76,2152,8.5,0.534,0.645,0.098,1.5,10.0,5.8,8.6,1.5,0.4,11.6,13.8,0.5,0.9,1.4,0.031,-0.6,-1.0,-1.6,0.2
J.J. Redick,23.0,USA,11,33,PHI,67,2021,15.6,0.612,0.524,0.244,0.5,8.3,4.5,15.2,0.8,0.2,9.8,21.5,4.4,1.8,6.1,0.146,2.4,-2.5,-0.1,1.0
J.J. Barea,3.9039,Puerto Rico,62,33,DAL,69,1603,17.8,0.545,0.45399999999999996,0.14800000000000002,1.0,13.3,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.1,3.3,0.1,2.4,-2.2,0.2,0.9
Ivica Zubac,1.312611,Croatia,32,20,LAL,39,336,15.6,0.5670000000000001,0.0,0.446,11.2,20.2,15.7,9.1,0.9,2.7,14.8,17.9,0.5,0.4,0.9,0.122,-2.6,0.2,-2.4,0.0
Ivan Rabb,0.95,USA,35,20,MEM,32,401,15.6,0.599,0.0,0.22,11.8,23.7,17.6,9.7,1.0,1.6,18.8,17.9,0.4,0.3,0.8,0.09300000000000001,-2.3,-0.5,-2.8,-0.1
Ish Smith,6.0,USA,62,29,DET,78,1966,15.0,0.517,0.115,0.151,1.5,10.8,6.1,28.0,1.5,0.9,11.1,20.7,2.0,2.0,4.0,0.098,-0.9,-0.6,-1.5,0.3
Isaiah Whitehead,1.312611,USA,42,22,BRK,16,180,11.6,0.53,0.209,0.221,2.3,13.1,7.7,19.7,2.2,0.8,20.3,28.4,-0.3,0.2,-0.1,-0.035,-4.2,-1.3,-5.5,-0.2
Isaiah Thomas,6.261395,USA,60,28,TOT,32,862,12.6,0.508,0.447,0.311,2.2,6.3,4.2,27.0,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.008,-0.9,-4.3,-5.2,-0.7
Isaiah Taylor,1.312611,USA,62,23,ATL,64,1086,11.2,0.499,0.195,0.379,2.3,6.8,4.5,27.0,1.4,0.8,15.5,19.7,0.4,0.4,0.8,0.035,-2.7,-2.5,-5.2,-0.9
Isaiah Canaan,1.069308,USA,34,26,TOT,20,422,13.5,0.539,0.48200000000000004,0.37200000000000005,1.5,10.1,5.7,26.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,0.1,-2.5,-2.4,0.0
Iman Shumpert,10.337079,USA,17,27,CLE,14,276,6.4,0.48,0.44799999999999995,0.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,13.0,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1
Ike Anigbogu,0.95,USA,47,19,IND,10,28,23.2,0.5579999999999999,0.0,0.667,20.4,16.1,18.2,0.0,1.8,9.5,14.7,21.8,0.1,0.0,0.1,0.177,-4.1,-1.4,-5.4,0.0
Ian Mahinmi,16.661641,France,28,31,WAS,74,1096,12.9,0.614,0.008,0.523,13.7,17.0,15.4,6.9,1.7,3.2,24.4,15.6,1.0,1.4,2.4,0.10400000000000001,-1.7,1.7,-0.1,0.5
Ian Clark,1.57723,USA,62,26,NOP,72,1398,9.1,0.525,0.391,0.124,0.8,8.4,4.7,10.1,1.1,0.6,10.2,17.3,0.1,0.8,0.9,0.028999999999999998,-2.2,-2.0,-4.2,-0.8
Henry Ellenson,1.7808,USA,18,21,DET,34,242,7.7,0.42200000000000004,0.389,0.14800000000000002,4.0,24.2,13.9,10.7,0.6,0.0,10.8,23.6,-0.4,0.3,-0.2,-0.033,-5.9,-2.4,-8.3,-0.4
Hassan Whiteside,23.775506,USA,33,28,MIA,51,1303,24.1,0.578,0.004,0.33,14.2,36.9,25.6,6.8,1.4,5.8,12.8,24.4,2.2,3.0,5.2,0.19,-2.1,2.4,0.2,0.7
Harrison Barnes,23.112004,USA,7,25,DAL,75,2561,16.0,0.542,0.272,0.262,3.2,17.2,10.0,10.0,1.0,0.5,8.2,25.2,2.1,1.9,4.0,0.075,-0.6,-1.2,-1.8,0.1
Guerschon Yabusele,2.24748,France,16,22,BOS,31,182,10.5,0.5429999999999999,0.6890000000000001,0.37799999999999995,9.2,15.4,12.4,11.1,0.6,0.9,17.3,15.6,0.1,0.2,0.4,0.10099999999999999,-1.1,-0.4,-1.5,0.0
Greg Monroe,17.884176,USA,7,27,TOT,47,951,20.2,0.586,0.0,0.303,11.8,25.2,18.4,16.8,2.0,1.7,17.9,22.4,1.3,1.4,2.7,0.134,-0.5,1.9,1.3,0.8
Gorgui Dieng,14.11236,Senegal,21,28,MIN,75,1281,14.2,0.536,0.147,0.266,8.8,22.2,15.4,7.6,1.7,2.5,12.4,16.2,1.3,1.2,2.5,0.096,-1.3,0.6,-0.7,0.4
Gordon Hayward,29.7279,USA,9,27,BOS,1,5,7.4,0.5,0.5,0.0,0.0,21.6,11.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.057,-5.9,-6.0,-11.9,0.0
Goran Dragic,17.00045,Slovenia,45,31,MIA,73,2324,16.8,0.544,0.281,0.255,2.6,12.0,7.3,25.4,1.3,0.4,12.1,25.8,3.0,2.4,5.4,0.111,1.2,-1.1,0.1,1.2
Glenn Robinson,1.524305,USA,40,24,IND,19,241,8.9,0.44299999999999995,0.322,0.11900000000000001,3.8,8.4,6.1,7.2,2.3,0.4,3.1,11.9,0.1,0.2,0.3,0.057999999999999996,-2.4,-0.4,-2.7,0.0
Giannis Antetokounmpo,22.47191,Greece,15,23,MIL,73,2698,27.7,0.603,0.099,0.465,6.8,25.1,16.0,23.7,1.9,3.3,11.6,31.3,8.6,3.5,12.1,0.214,4.2,1.8,5.9,5.4
Gian Clavell,0.05,Puerto Rico,62,24,DAL,7,64,7.4,0.53,0.833,0.111,1.7,10.7,6.1,6.7,1.6,0.0,9.6,14.8,0.0,0.0,0.1,0.043,-1.7,-1.8,-3.5,0.0
Gerald Green,0.947248,USA,18,32,HOU,37,825,14.0,0.5579999999999999,0.721,0.146,1.9,14.0,8.0,4.4,1.4,1.3,5.2,21.7,1.0,0.9,1.9,0.11199999999999999,0.6,-2.3,-1.8,0.1
Georgios Papagiannis,2.30136,Greece,13,20,SAC,16,118,10.7,0.415,0.0,0.0,11.1,24.3,17.4,11.5,0.9,4.8,16.3,18.6,-0.2,0.1,0.0,-0.02,-6.3,1.3,-5.1,-0.1
Georges Niang,0.1,USA,50,24,UTA,7,18,15.0,0.39399999999999996,0.375,0.25,12.8,18.8,15.8,26.7,5.6,0.0,18.4,27.3,0.0,0.0,0.0,0.008,-2.0,3.5,1.5,0.0
George Hill,20.0,USA,26,31,TOT,65,1783,13.2,0.581,0.39899999999999997,0.273,2.6,8.9,5.7,14.9,1.6,1.3,13.2,16.4,2.3,0.8,3.1,0.083,0.3,-1.0,-0.7,0.6
Gary Payton,0.05,USA,62,25,TOT,19,149,7.6,0.414,0.319,0.064,6.1,11.7,8.9,12.4,1.0,1.7,5.8,15.3,0.0,0.1,0.1,0.021,-3.4,-1.7,-5.2,-0.1
Gary Harris,2.550055,USA,19,23,DEN,65,2265,16.6,0.599,0.436,0.175,1.8,6.8,4.3,13.1,2.6,0.6,11.0,20.6,3.9,1.4,5.4,0.113,2.5,-1.6,1.0,1.7
Garrett Temple,8.0,USA,62,31,SAC,65,1615,10.2,0.536,0.47700000000000004,0.16399999999999998,1.5,9.6,5.4,11.2,1.8,1.6,13.4,16.4,0.3,0.8,1.1,0.033,-1.3,-0.7,-2.0,0.0
Furkan Korkmaz,1.46592,Turkey,26,20,PHI,12,69,6.5,0.446,0.625,0.16699999999999998,3.3,13.6,8.6,6.0,1.4,1.2,7.2,17.2,0.0,0.1,0.0,0.034,-3.7,-1.6,-5.3,-0.1
Fred VanVleet,1.312611,USA,62,23,TOR,73,1478,16.2,0.562,0.478,0.184,1.9,11.7,6.9,22.6,2.2,1.0,10.7,19.1,2.9,1.9,4.7,0.154,2.1,0.0,2.2,1.6
Frank Ntilikina,3.50112,France,8,19,NYK,74,1566,6.5,0.429,0.313,0.15,2.3,9.2,5.8,19.8,1.9,0.9,20.5,17.0,-2.1,1.0,-1.2,-0.036000000000000004,-3.9,-0.5,-4.4,-0.9
Frank Mason,1.184385,USA,34,23,SAC,51,972,13.1,0.479,0.22399999999999998,0.301,3.4,12.1,7.5,22.8,1.8,1.0,12.7,22.5,0.1,0.5,0.6,0.027999999999999997,-1.8,-1.5,-3.3,-0.3
Frank Kaminsky,2.8476,USA,9,24,CHO,76,1755,14.0,0.542,0.38,0.281,2.7,14.4,8.4,10.8,1.0,0.9,7.9,20.3,2.0,1.3,3.2,0.08900000000000001,0.0,-1.2,-1.2,0.4
Evan Turner,17.131148,USA,2,29,POR,75,1910,9.9,0.519,0.22399999999999998,0.195,1.7,11.5,6.6,12.4,1.0,1.1,13.5,15.7,0.6,1.8,2.4,0.06,-2.4,0.3,-2.1,0.0
Evan Fournier,17.0,France,20,25,ORL,57,1837,15.6,0.5770000000000001,0.418,0.21600000000000003,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.5,0.9,3.4,0.08900000000000001,1.6,-2.1,-0.4,0.7
E'Twaun Moore,8.445024,USA,55,28,NOP,78,2468,11.9,0.5870000000000001,0.364,0.079,2.5,7.5,5.1,10.0,1.5,0.4,10.7,16.2,2.4,1.5,3.9,0.075,0.5,-0.8,-0.4,1.0
Ersan Ilyasova,6.0,Turkey,36,30,TOT,65,1627,14.5,0.555,0.414,0.21600000000000003,7.6,17.5,12.6,7.6,1.7,1.2,9.7,18.4,1.9,1.7,3.6,0.106,0.0,-0.2,-0.2,0.7
Eric Moreland,1.739333,USA,62,26,DET,63,715,13.0,0.511,0.0,0.26,11.0,27.4,19.0,13.5,1.7,5.7,25.9,9.3,0.4,1.4,1.9,0.125,-3.6,5.8,2.2,0.8
Eric Gordon,12.94302,USA,7,29,HOU,68,2127,15.3,0.58,0.623,0.251,1.3,7.6,4.5,11.6,1.0,1.1,10.8,24.8,3.0,1.7,4.7,0.106,1.5,-2.5,-1.0,0.6
Eric Bledsoe,14.5,USA,18,28,TOT,70,2209,19.3,0.5770000000000001,0.364,0.318,2.6,11.5,7.1,24.9,3.2,1.5,16.1,26.3,2.6,2.3,4.9,0.107,2.2,-0.4,1.8,2.1
Enes Kanter,20.566802,Turkey,3,25,NYK,71,1830,24.0,0.63,0.003,0.258,16.6,30.6,23.7,9.5,1.0,1.8,13.3,21.8,5.5,2.1,7.6,0.198,2.5,0.1,2.6,2.1
